iter	RMSE
515	1.10489187
516	1.102915048
517	1.101437929
518	1.100414808
519	1.100155027
520	1.098509952
521	1.097703278
522	1.096421574
523	1.094823347
524	1.093234731
525	1.091056541
526	1.090881218
527	1.090178313
528	1.089091619
529	1.088479189
530	1.088192534
531	1.086446042
532	1.085558338
533	1.084121746
534	1.082039597
535	1.081296419
536	1.080589111
537	1.079540915
538	1.078190465
539	1.076767056
540	1.07660278
541	1.075293896
542	1.072885569
543	1.071890684
544	1.071020864
545	1.070125999
546	1.06866876
547	1.067253189
548	1.064941352
549	1.064048626
550	1.061798332
551	1.060396691
552	1.058768295
553	1.057622489
554	1.057057074
555	1.054630059
556	1.05445818
557	1.053290222
558	1.05102213
559	1.05007025
560	1.04784125
561	1.046459336
562	1.044516683
563	1.043445073
564	1.041944743
565	1.040851845
566	1.040029785
567	1.038986013
568	1.037262847
569	1.035516051
570	1.034465544
571	1.033215009
572	1.031827724
573	1.030518388
574	1.028745832
575	1.027337884
576	1.027258568
577	1.026175996
578	1.025929336
579	1.024345152
580	1.022494191
581	1.0218272
582	1.020677338
583	1.01910957
584	1.017581527
585	1.016691977
586	1.016484265
587	1.015330001
588	1.013542235
589	1.011133565
590	1.010864706
591	1.010377551
592	1.009704791
593	1.008812901
594	1.006658366
595	1.005533544
596	1.003772502
597	1.002387744
598	1.001070573
599	0.999795175
600	0.9995093767
601	0.9978072955
602	0.9969516676
603	0.9954900387
604	0.9950789395
605	0.9933696926
606	0.991872481
607	0.9909743256
608	0.9908404132
609	0.9899445724
610	0.9884858349
611	0.9873339106
612	0.9863423062
613	0.985031937
614	0.9828412251
615	0.9819139609
616	0.9806098226
617	0.9795570489
618	0.9771783
619	0.9756564695
620	0.9743787709
621	0.9728739233
622	0.9717572431
623	0.9702241638
624	0.9698799919
625	0.968990696
626	0.9675955508
627	0.9665604082
628	0.964582317
629	0.9641042569
630	0.9621107008
631	0.9605563795
632	0.9596781885
633	0.957901283
634	0.9564503704
635	0.9558030309
636	0.9538563624
637	0.9522842357
638	0.9517156149
639	0.9516312924
640	0.9499020711
641	0.9489460808
642	0.9473299855
643	0.9468799822
644	0.9449593792
645	0.9432991351
646	0.9419090695
647	0.940741442
648	0.9400331785
649	0.9387068131
650	0.9377330468
651	0.9365763841
652	0.9364750055
653	0.9353120344
654	0.9338060741
655	0.9327308954
656	0.9314170467
657	0.9301012105
658	0.9297036601
659	0.9292561562
660	0.9273992591
661	0.9265771649
662	0.9249357394
663	0.9234733127
664	0.9225741357
665	0.9217172282
666	0.9211761214
667	0.9210691057
668	0.9205755434
669	0.9197754154
670	0.9196799971
671	0.9181121348
672	0.9166110118
673	0.9160268016
674	0.9149192544
675	0.9135559278
676	0.9129846093
677	0.9119017012
678	0.9114634298
679	0.909999498
680	0.9090872437
681	0.9081598816
682	0.9067663739
683	0.9063562793
684	0.9062228508
685	0.9048913056
686	0.9035916332
687	0.9028862893
688	0.9018368704
689	0.8998386436
690	0.8992228288
691	0.8979897264
692	0.8970650424
693	0.8957442053
694	0.8947241582
695	0.8939610286
696	0.8931715038
697	0.8926157543
698	0.8912007118
699	0.8900460458
700	0.8899068814
701	0.8885443258
702	0.8868453548
703	0.8860600143
704	0.8853020311
705	0.8838979862
706	0.8828895823
707	0.8820574853
708	0.880879419
709	0.8792789013
710	0.8791283394
711	0.8780727074
712	0.8773468451
713	0.8767326982
714	0.8754907792
715	0.8739509911
716	0.8735264502
717	0.8731517731
718	0.87277574
719	0.8722874305
720	0.871701663
721	0.8712610274
722	0.8710447308
723	0.8701058892
724	0.8695083173
725	0.8692924936
726	0.8680159281
727	0.8675761167
728	0.8666399068
729	0.8654456643
730	0.8643209308
731	0.8626837197
732	0.8613745791
733	0.860640531
734	0.8593954396
735	0.857536483
736	0.8575004165
737	0.8561673809
738	0.8557524676
739	0.8544846476
740	0.8538100178
741	0.8527138103
742	0.8522603834
743	0.8508056261
744	0.8505498038
745	0.8498332274
746	0.8490406476
747	0.848303963
748	0.8479921201
749	0.8468599745
750	0.8467930804
751	0.8464515358
752	0.8453128909
753	0.8452257504
754	0.8442298381
755	0.8428564842
756	0.8419874689
757	0.8419207157
758	0.8402862821
759	0.8399817778
760	0.839171169
761	0.8387209169
762	0.8379442614
763	0.8378564583
764	0.8372296947
765	0.8364279531
766	0.8352042928
767	0.8351222449
768	0.8332982581
769	0.8314281833
770	0.8307744234
771	0.8294668263
772	0.8290106038
773	0.8279393906
774	0.8273992814
775	0.8263029935
776	0.8258573743
777	0.8246225736
778	0.8245608303
779	0.8241963068
780	0.8231025632
781	0.8221219378
782	0.8209654815
783	0.8200019031
784	0.8188175615
785	0.817534957
786	0.8159155354
787	0.8154910247
788	0.814886922
789	0.8142004844
790	0.8134880143
791	0.8121716156
792	0.8109450868
793	0.8107485704
794	0.8090308966
795	0.8076617912
796	0.806573796
797	0.8056227177
798	0.8048333615
799	0.8041574341
800	0.8028326868
801	0.8024327604
802	0.8022148261
803	0.8009703535
804	0.7997652857
805	0.799714974
806	0.7984240271
807	0.7981110447
808	0.7963715091
809	0.7956678805
810	0.7940086985
811	0.7927123647
812	0.7922454568
813	0.7913662178
814	0.7910397111
815	0.7902770602
816	0.7891864376
817	0.7882013572
818	0.7872947416
819	0.7866980247
820	0.7856793392
821	0.7842626602
822	0.7835745971
823	0.7829939022
824	0.7822054495
825	0.7813199137
826	0.7805059055
827	0.7793053883
828	0.779152634
829	0.7785974409
830	0.7774859026
831	0.7768138736
832	0.7759211379
833	0.7756370802
834	0.7749289828
835	0.774279609
836	0.7734857812
837	0.7722188283
838	0.7713136394
839	0.7705047509
840	0.7694397513
841	0.7680345034
842	0.7670473746
843	0.7659996068
844	0.7656588448
845	0.7648512781
846	0.7639654922
847	0.7630795598
848	0.7617438655
849	0.7611880099
850	0.7602394849
851	0.7593244504
852	0.7581857914
853	0.757240904
854	0.7569948944
855	0.7567837549
856	0.7555593921
857	0.7546475711
858	0.7534430582
859	0.752460856
860	0.7520845262
861	0.7511516465
862	0.7506760938
863	0.749949416
864	0.749475095
865	0.7482362446
866	0.7475341556
867	0.7466584302
868	0.7462285602
869	0.7459505455
870	0.7455217264
871	0.7446348858
872	0.7442580583
873	0.7428531007
874	0.7413820196
875	0.740166118
876	0.7400681199
877	0.7396166052
878	0.7394298999
879	0.7392121548
880	0.7383927396
881	0.7377321165
882	0.7373468262
883	0.7367860783
884	0.7356419581
885	0.734978059
886	0.7339764439
887	0.7337952822
888	0.733156639
889	0.7327176994
890	0.7320033277
891	0.7312511038
892	0.7304604761
893	0.7302380164
894	0.728826589
895	0.7281853565
896	0.7270744481
897	0.7268666978
898	0.7265484573
899	0.726163357
900	0.7253112364
901	0.7239041203
902	0.7235652638
903	0.7230058116
904	0.7224915025
905	0.722240144
906	0.7219078914
907	0.7213560833
908	0.7204627529
909	0.7197862335
910	0.7190210603
911	0.7183102841
912	0.7173330212
913	0.7169877586
914	0.7167142423
915	0.7156164125
916	0.7146706635
917	0.7137622576
918	0.7126686179
919	0.711987383
920	0.7115596779
921	0.7111143871
922	0.7105188904
923	0.7094058716
924	0.7084703518
925	0.707386282
926	0.7064454283
927	0.706117057
928	0.7053936934
929	0.7047000324
930	0.703648965
931	0.7028433164
932	0.7020406033
933	0.7014377205
934	0.700877426
935	0.700255108
936	0.7000407649
937	0.6999507625
938	0.6997408411
939	0.6991552143
940	0.6984919817
941	0.6981001843
942	0.6974170659
943	0.696216166
944	0.6959422661
945	0.695401196
946	0.6944335712
947	0.6941046807
948	0.6933165897
949	0.6930264678
950	0.6929418518
951	0.692113791
952	0.6914112411
953	0.6906237814
954	0.6904044219
955	0.6897708288
956	0.6891981195
957	0.6885576258
958	0.6876143141
959	0.6874731458
960	0.6868418025
961	0.6863609562
962	0.6858843474
963	0.6852003047
964	0.6847048361
965	0.6832474847
966	0.6821564093
967	0.6813599544
968	0.6812328579
969	0.6809664515
970	0.6804074724
971	0.679802037
972	0.6792650631
973	0.6786818007
974	0.6779715744
975	0.6774455434
976	0.6769262772
977	0.6763767326
978	0.6753988472
979	0.6745754078
980	0.6735975484
981	0.673512816
982	0.6726888429
983	0.6719642604
984	0.6715181709
985	0.671298439
986	0.6709992483
987	0.6701903161
988	0.6695145589
989	0.6686979696
990	0.6678199343
991	0.6677638116
992	0.666632019
993	0.6655716674
994	0.6650177946
995	0.664328081
996	0.6633239054
997	0.662905154
998	0.6625691286
999	0.6618718003
